time,Network.R1.received_packet_length:vector
11.539828429229,102400
11.646343306919,102400
11.744898664769,102400
11.834157569393,102400
11.946341433653,102400
12.253334306798,0
12.253334306798,0
12.253334306798,102400
12.45442200878,0
12.45442200878,102400
13.154446446043,0
13.154446446043,0
13.154446446043,0
13.154446446043,0
13.154446446043,0
13.154446446043,0
13.154446446043,102400
13.34928777492,0
13.34928777492,102400
13.445466759489,102400
13.544452170624,102400
13.652673368307,102400
13.754904059421,102400
14.048622212846,0
14.048622212846,0
14.048622212846,102400
14.140182344165,102400
14.238614875357,102400
14.346984953007,102400
14.449485190784,102400
14.549101161926,102400
14.652788652996,102400
14.742868171012,102400
14.833586835601,102400
14.932713473391,102400
15.029949711245,102400
15.124621229155,102400
15.218026107067,102400
15.30890471836,102400
15.402730666666,102400
15.50323160757,102400
15.603765450856,102400
15.702769444911,102400
15.807274275071,102400
15.90421037269,102400
16.003841395535,102400
16.107546993256,102400
16.20722712109,102400
16.311831412078,102400
16.42249527634,102400
16.529651300712,102400
16.632670471735,102400
16.73278641613,102400
16.827367880601,102400
16.935241344877,102400
17.045554889065,102400
17.15593584655,102400
17.352439121978,0
17.352439121978,102400
17.455318346344,102400
17.849243324076,0
17.849243324076,0
17.849243324076,0
17.849243324076,102400
17.948800335174,102400
18.053380999561,102400
18.255862861709,0
18.255862861709,102400
18.354278299515,102400
18.449270057432,102400
18.554011388529,102400
18.655625439575,102400
18.752907917406,102400
19.354738010582,0
19.354738010582,0
19.354738010582,0
19.354738010582,0
19.354738010582,0
19.354738010582,102400
19.651758057279,0
19.651758057279,0
19.651758057279,102400
19.748036428437,102400
19.843594292996,102400
19.954831890574,102400
20.053167915062,102400
20.155812686145,102400
20.241433004163,102400
20.336210575382,102400
20.426098573358,102400
20.530668704405,102400
20.632661048837,102400
20.735052459966,102400
20.852992857503,102400
20.948495548698,102400
21.147429064052,0
21.147429064052,102400
21.251657115041,102400
21.553568681518,0
21.553568681518,0
21.553568681518,102400
21.653850092595,102400
21.753788810432,102400
22.154545734594,0
22.154545734594,0
22.154545734594,0
22.154545734594,102400
22.252219012329,102400
22.354482503331,102400
22.446530287857,102400
22.551255165478,102400
22.648544069847,102400
22.751772947558,102400
22.941583903198,0
22.941583903198,102400
23.033185821026,102400
23.139919205369,102400
23.226422963343,102400
23.308220721312,102400
23.4049821843,102400
23.509199968607,102400
23.622414366072,102400
23.736341350255,102400
23.849911721046,102400
23.953959558601,102400
24.043107769843,102400
24.135772407711,102400
24.228669792193,102400
24.314921683516,102400
24.408856268092,102400
24.511831412456,102400
24.607116716964,102400
24.716571327907,102400
24.825627405521,102400
24.926365776631,102400
25.036298094259,102400
25.254976676208,0
25.254976676208,102400
25.351315633982,102400
25.454634244959,102400
25.852055916039,0
25.852055916039,0
25.852055916039,0
25.852055916039,102400
25.95541711374,102400
26.045500738302,102400
26.137086282842,102400
26.234012760665,102400
26.335425798341,102400
26.42770947618,102400
26.520101607353,102400
26.628341818289,102400
26.73629509596,102400
26.835903067065,102400
26.946703651314,102400
27.053007995641,102400
27.155082500037,102400
27.254473031158,102400
27.653707715572,0
27.653707715572,0
27.653707715572,0
27.653707715572,102400
27.751168726745,102400
27.851832591162,102400
27.935144349238,102400
28.036526987017,102400
28.128621011549,102400
28.227938342688,102400
28.316079220546,102400
28.408674738426,102400
28.503656576317,102400
28.611479187321,102400
28.715669611731,102400
28.826042622704,102400
28.921289340592,102400
29.020666671756,102400
29.123961736057,102400
29.238114853557,102400
29.343376611167,102400
29.451325168802,102400
29.55303372652,102400
29.654186790901,102400
29.755115695292,102400
29.953258917374,0
29.953258917374,102400
