time,Network.R1.sent_timestamp:vector
25.036298094259,24.9
25.254976676208,0
25.254976676208,25.1
25.351315633982,25.2
25.454634244959,25.3
25.852055916039,0
25.852055916039,0
25.852055916039,0
25.852055916039,25.7
25.95541711374,25.8
26.045500738302,25.9
26.137086282842,26
26.234012760665,26.1
26.335425798341,26.2
26.42770947618,26.3
26.520101607353,26.4
26.628341818289,26.5
26.73629509596,26.6
26.835903067065,26.7
26.946703651314,26.8
27.053007995641,26.9
27.155082500037,27
27.254473031158,27.1
27.653707715572,0
27.653707715572,0
27.653707715572,0
27.653707715572,27.5
27.751168726745,27.6
27.851832591162,27.7
27.935144349238,27.8
28.036526987017,27.9
28.128621011549,28
28.227938342688,28.1
28.316079220546,28.2
28.408674738426,28.3
28.503656576317,28.4
28.611479187321,28.5
28.715669611731,28.6
28.826042622704,28.7
28.921289340592,28.8
29.020666671756,28.9
29.123961736057,29
29.238114853557,29.1
29.343376611167,29.2
29.451325168802,29.3
29.55303372652,29.4
29.654186790901,29.5
29.755115695292,29.6
29.953258917374,0
29.953258917374,29.8
